UNIT,TIMESTAMP,TYPE,MARKET,INSTRUMENT,OPEN,HIGH,LOW,CLOSE,FIRST_MESSAGE_TIMESTAMP,LAST_MESSAGE_TIMESTAMP,FIRST_MESSAGE_VALUE,HIGH_MESSAGE_VALUE,HIGH_MESSAGE_TIMESTAMP,LOW_MESSAGE_VALUE,LOW_MESSAGE_TIMESTAMP,LAST_MESSAGE_VALUE,TOTAL_INDEX_UPDATES,VOLUME,QUOTE_VOLUME,VOLUME_TOP_TIER,QUOTE_VOLUME_TOP_TIER,VOLUME_DIRECT,QUOTE_VOLUME_DIRECT,VOLUME_TOP_TIER_DIRECT,QUOTE_VOLUME_TOP_TIER_DIRECT
MINUTE,1749693300,267,cadli,JUP-USD,0.46290611296643,0.463911965294681,0.46290611296643,0.463770660011403,1749693300,1749693597,0.462930183876135,0.463911965294681,1749693413,0.462930183876135,1749693300,0.463770660011403,208,181969.58728576,84369.4979151343,87508.94146098,40591.5739569577,3125.15265,1448.0856453315,2519.45265,1167.8314053315
MINUTE,1749693300,267,cadli,PEPE-USD,1.23851189802331e-05,1.24119507933025e-05,1.23826869280089e-05,1.24063600151379e-05,1749693300,1749693599,1.23850126012486e-05,1.24119507933025e-05,1749693574,1.23826869280089e-05,1749693302,1.24063600151379e-05,492,102786765607.509,1274371.6884781,37773626774.0575,468338.073534218,1739572020.508,21559.2606342792,1201559294.508,14891.1067024192
MINUTE,1749693300,267,cadli,FLOW-USD,0.379296941912223,0.37974521592554,0.379224627955212,0.37952005002199,1749693302,1749693599,0.379302072762983,0.37974521592554,1749693594,0.379224627955212,1749693374,0.37952005002199,117,28334.57534047,10767.6406138896,9882.74854047,3762.10889582364,65.35,24.795463,65.35,24.795463
MINUTE,1749693300,267,cadli,SAND-USD,0.28664163425363,0.287169569395536,0.286641556168595,0.287136124628729,1749693300,1749693599,0.286641556168595,0.287169569395536,1749693514,0.286641556168595,1749693300,0.287136124628729,296,361793.25139777,103791.767044163,90965.1247984,26108.6007793019,2113.7487706,606.3562129072,2113.7487706,606.3562129072
MINUTE,1749693300,267,cadli,EGLD-USD,15.2447575363514,15.2645266183382,15.2443152699625,15.2443152699625,1749693300,1749693599,15.2449474931611,15.2645266183382,1749693419,15.2443152699625,1749693599,15.2443152699625,167,751.37238133,11462.1871751755,109.26348133,1665.82665599681,1.833,27.95725,1.833,27.95725
MINUTE,1749693300,267,cadli,BIT-USD,0.669996512652095,0.669996512652095,0.669996512652095,0.669996512652095,0,0,0,0,0,0,0,0,0
MINUTE,1749693300,267,cadli,RUNE-USD,1.67990589594596,1.68300346218336,1.67990574950644,1.68298614420511,1749693301,1749693599,1.67990574950644,1.68300346218336,1749693574,1.67990574950644,1749693301,1.68298614420511,178,60400.95995808,101580.867961132,42343.24685808,71204.3090679198,21303.95085808,35811.9413924325,21303.95085808,35811.9413924325
MINUTE,1749693300,267,cadli,XLM-USD,0.277104350394893,0.277644057866906,0.277091230964076,0.277616643287526,1749693300,1749693598,0.277104330811701,0.277644057866906,1749693589,0.277091230964076,1749693328,0.277616643287526,386,969181.27186585,268960.8137524,250581.52827081,69522.8359258481,33646.57222748,9333.6542566615,33394.57222748,9263.8098566615
MINUTE,1749693300,267,cadli,ENS-USD,22.4902049964835,22.5518127735303,22.4899838680011,22.550725978597,1749693300,1749693598,22.4902086335252,22.5518127735303,1749693589,22.4899838680011,1749693330,22.550725978597,253,5394.09909755637,121583.099871383,2659.14328394636,60020.7036407071,65.527,1473.10444,65.527,1473.10444
MINUTE,1749693300,267,cadli,XMR-USD,329.068159906861,329.66177536427,329.042282044828,329.606008591647,1749693301,1749693599,329.07087427993,329.66177536427,1749693573,329.042282044828,1749693480,329.606008591647,208,627.35416779,206611.38057399,5.49998114,1811.87568773032,3.18707,1050.180258,3.18707,1050.180258
MINUTE,1749693300,267,cadli,SEI-USD,0.197568034199386,0.198098090572225,0.197567951641997,0.198090286119737,1749693300,1749693599,0.197568032130185,0.198098090572225,1749693586,0.197567951641997,1749693301,0.198090286119737,230,334125.69519777,66162.2582151263,152735.65134018,30228.0699784702,26517.41,5238.3104767,26517.41,5238.3104767
MINUTE,1749693300,267,cadli,AXS-USD,2.55685920243403,2.56153178132751,2.55685907127193,2.56115554165135,1749693300,1749693599,2.55685907127193,2.56153178132751,1749693417,2.55685907127193,1749693300,2.56115554165135,282,24195.89740954,61914.7250977718,4102.00826514999,10494.129161049,68.99333684,176.5158900642,68.99333684,176.5158900642
MINUTE,1749693300,267,cadli,XTZ-USD,0.611581994996539,0.612521038941322,0.611581994996539,0.612138802589636,1749693300,1749693599,0.611585424666243,0.612521038941322,1749693423,0.611585424666243,1749693300,0.612138802589636,257,165514.67466064,101312.607874193,24546.34278129,15025.8275070605,954.34,584.1957764,922.24,564.41088
MINUTE,1749693300,267,cadli,WLD-USD,1.11125583323157,1.113658884747,1.11122401735334,1.11293816214802,1749693300,1749693597,1.11122670043246,1.113658884747,1749693511,1.11122401735334,1749693301,1.11293816214802,359,313271.73458873,348512.425284891,66377.312,73799.753837003,1273.78,1416.25466,1273.78,1416.25466
MINUTE,1749693300,267,cadli,LUNA-USD,0.176366899885833,0.176772791455093,0.176329819131788,0.176533616631856,1749693301,1749693597,0.176367222364694,0.176772791455093,1749693453,0.176329819131788,1749693377,0.176533616631856,147,40585.5803764801,7161.71769554928,11182.2051,1961.16496949497,1059.7,185.4475,1059.7,185.4475
MINUTE,1749693300,267,cadli,KAS-USD,0.0864507100389081,0.086653479675906,0.0864507100389081,0.0865848162133054,1749693300,1749693599,0.0864523932070101,0.086653479675906,1749693410,0.086451425919689,1749693301,0.0865848162133054,201,1125516.23178501,97541.4924737199,237048.15225,20529.8603287242,3634.24225,314.5918842103,3634.24225,314.5918842103
MINUTE,1749693300,267,cadli,FET-USD,0.768968455481862,0.770568798220314,0.768968455481862,0.770091050351007,1749693301,1749693598,0.769031178466292,0.770568798220314,1749693436,0.768980845482869,1749693301,0.770091050351007,282,136873.70903901,105409.726306685,54845.523096,42235.2000625703,9264.682228,7135.84796899931,9264.682228,7135.84796899931
MINUTE,1749693300,267,cadli,SFP-USD,0.487756477917246,0.488990544183177,0.487704889117781,0.488955117680384,1749693303,1749693598,0.487764785705212,0.488990544183177,1749693588,0.487704889117781,1749693409,0.488955117680384,88,5484.531,2678.71797213859,1626,794.792448012319,0,0,0,0
MINUTE,1749693300,267,cadli,KLAY-USD,0.120748048293404,0.120748048293404,0.120748048293404,0.120748048293404,0,0,0,0,0,0,0,0,0
MINUTE,1749693300,267,cadli,CHZ-USD,0.039060698791492,0.0391114982523817,0.039060698791492,0.0390857336809445,1749693300,1749693598,0.0390607176604238,0.0391114982523817,1749693421,0.0390607176604238,1749693300,0.0390857336809445,228,2585245.70493185,101056.851263815,298785.3496416,11696.6909327505,0,0,0,0
MINUTE,1749693300,267,cadli,CFX-USD,0.0816869133843647,0.0818121629044232,0.0816755291902744,0.0818121334682734,1749693302,1749693587,0.081686910551413,0.0818121629044232,1749693586,0.0816755291902744,1749693363,0.0818121334682734,145,502450.47185811,41070.920046168,52601.941047,4299.8608450241,0,0,0,0
MINUTE,1749693300,267,cadli,GMX-USD,16.4748241726829,16.5369122719731,16.4748241726829,16.5233138758796,1749693300,1749693599,16.5058862486868,16.5369122719731,1749693410,16.4765085834608,1749693321,16.5233138758796,230,1821.66340000001,30060.4360947211,233.7903,3870.39377323713,0,0,0,0
MINUTE,1749693300,267,cadli,DYDX-USD,0.573063427633406,0.574397333437874,0.573063427633406,0.574273167682904,1749693300,1749693598,0.573076772530151,0.574397333437874,1749693569,0.573076772530151,1749693300,0.574273167682904,259,74285.213741,42642.4656008636,23954.666241,13750.8496784229,22.5,12.9285,22.5,12.9285
MINUTE,1749693300,267,cadli,SSV-USD,10.8795446731851,10.9325471337721,10.878021766583,10.9302474903696,1749693300,1749693598,10.8795948584704,10.9325471337721,1749693575,10.878021766583,1749693329,10.9302474903696,243,10210.37043128,111450.829638079,4872.5977,53200.8084300491,0,0,0,0
MINUTE,1749693300,267,cadli,MINA-USD,0.20696873096018,0.207417077270889,0.206915231463768,0.207241661178032,1749693301,1749693599,0.206977771127088,0.207417077270889,1749693511,0.206915231463768,1749693336,0.207241661178032,207,562526.51779161,116655.308643334,372950.94887344,77367.4057141317,21531.010081,4459.0177162237,21531.010081,4459.0177162237
MINUTE,1749693300,267,cadli,BAT-USD,0.136466198881771,0.136714781622978,0.136361033254951,0.136596462388958,1749693300,1749693597,0.136419239418507,0.136714781622978,1749693549,0.136361033254951,1749693457,0.136596462388958,146,177428.35411972,24240.100045825,18738.13046858,2561.03425482881,0,0,0,0
MINUTE,1749693300,267,cadli,ZIL-USD,0.0119547206344638,0.0120011021228175,0.0119544225693227,0.0119946235122995,1749693300,1749693599,0.0119547212743332,0.0120011021228175,1749693594,0.0119544225693227,1749693300,0.0119946235122995,282,5343318.54153644,63941.1815029848,533148.80902493,6378.31864919109,31403,374.960447,0,0
MINUTE,1749693300,267,cadli,CAKE-USD,2.55215581629973,2.55538713692171,2.55215581629973,2.55389253412187,1749693300,1749693598,2.55245933827726,2.55538713692171,1749693423,2.55228491650106,1749693561,2.55389253412187,274,46902.9323,119728.779770991,12170.3761,31079.5267703368,0,0,0,0
MINUTE,1749693300,267,cadli,SUSHI-USD,0.722636006232351,0.724978774845668,0.722635323178542,0.724689204323446,1749693300,1749693595,0.722635323178542,0.724978774845668,1749693575,0.722635323178542,1749693300,0.724689204323446,215,69709.09578513,50502.390393981,11956.15935319,8665.78479527867,1495.83,1083.322446,1495.83,1083.322446
MINUTE,1749693300,267,cadli,LRC-USD,0.0852113109049343,0.0852954258378529,0.0852113109049343,0.0852523000388765,1749693300,1749693597,0.0852356445305727,0.0852954258378529,1749693370,0.0852356445305727,1749693300,0.0852523000388765,117,157560.05551202,13435.5082984822,28443.813389,2426.21371803212,13052.279594,1113.5032193682,13052.279594,1113.5032193682
